naziv,opis,datum_od,stevilo,sifra_prizorisca
Atrevete Bachata Festival 06th-08th Dec. 2019 ★Official event★★,attention attention all bachater anda futura bachater proudly present first bachati festival ljubljana slovenio atreveti bachati festival top artist arriving coolest cities worlda thati hours workshops days pura bachati madness night parties with besti possibla atmosphera anda dancing with artists social dancing during daytima special bootcamps location baza pesarski cesta ljubljana fba atreveti bachati festival tickets infa latica atrevetebachatafestivalc whatsapp whati can expecti besti besti confirmed artists cornel rithika maurizio bolti simon buonanen airati vera carlos chlo dario sar igor rocio mario angelo azael salazar sinda juan sota clariti sorus let play bachati nor bachateri albert annalisati moren sharon liv concert cositi confirmed djs dje york dje manuela citer dje balit dje boricu medio tea crazy lion laurens salsalandis piqant photography tadej mulej advis checka flights venica becaus iti super cheapa anda venica can com bus ljubljana,2019-12-06 00:00:00,2143,1915575545385699
Novoletna zabava Cubana Ljubljana,nor srčen superčudovit leto zato družina cuban ljubljana prijatelj zbrati proslaviti vez splesti vedno letos nor glasba super nastop nor nagraden igra top pesem timba reggaeton timbasada ljubljana animacija eksploziven gostja tujina glasba skrbeti mešalka drenjati vesel zasedba dja timba reggaeton pilar oligu locafun papa maripos jamonera vstopnina akcijski cena pijača,2019-12-14 21:00:00,753,673301516027311
22. Obletnica z glasbenimi gosti@Caffe bar Fur-či,obletnica glasben gost caff bar furčati petek starta pripravljen najbolj nor zabava daleč petek praznovati obletnica jutro praznovanje odvijati šotor povezan lokal oder nastopiti glasben gost obljubljati razočarati modrijan domen kumera poskočen muzikant ines erbus čuk ansambel stil udar party pijača hostesa potruditi praznovati rojsti dan teden prejeti tekoč račun šeeeeeeeeeeeeeeeee vstopnina vstopnica dobiti vhod caff bar furčati dan dogodek ura dalja vstop oseben dokument oseba star let vabiti skupaj noreti obletnica,2019-10-11 20:00:00,3250,440624549345671
Tim Urbanya & Mike Vale @Trg Leona Štuklja,večer elektronski glasba urbany trg leon štukljati vrač priljubljen mariborski dje producent voditelj radijski oddaja urbany mik val mednaroden najbolj aktiven priznan hous didžej prihajati trg leon štukljati koncert pričeti vstop prost,2019-12-28 20:00:00,946,1008920022484743
Tarapana Band • Halloween • @Caffe bar Fur-či,tarapan banda hit neženje caff bar furčati četrtek starta pripravljen nor zabava daleč hallowen četrtek noreti najbolj vroč moški band sosednji hrvaški oder prihajati tarapan banda hit neženje inat spavati videti bijel fant obljubljati nor zabava ogrevanje privoščiti neženje genijalen promil šans spas feati učiteljica videti bijel party pijača hostesa potruditi praznovati rojsti dan teden prejeti takoč račun šeeeeeeeeeeeeeeeee vabiti strašiti skupaj vstopnina,2019-10-31 22:00:00,665,440624549345671
"Otvoritvena Balkanjada / Klub Trust, SREDA 2.10.",otvoritev sredin zabava sezona sezona enkrat mesec zabava ljubitelj južen ritem različen zvrst pozor žut osa vedno bos vstopnina entranec fre infa rezervacija happy houra polnoč boati meson visk col hav rum col gin tonica vodek juicesharka kavarna noč klub mix sharka vodek meson col juica vodek hav col shooter zajčji tačka truston minister zdravje opozarjati uživanje alkohol lahek škodovati zdravje izgubljen predmet pozabljen oblačiti lahek prevzeti klub dan dogodek termin lahek poklicati lost items anda forgotten clothes can picked ati club trust today day after yesterday event between anda houra can alsa call during this terma kavarna hiša zabava trust gosposvetski cesta maribor offica club kavarna trust telemachneti,2019-10-02 22:00:00,578,292388893066
Silvestrovanje s skupino Mambo Kings,ujeti glasben ritem dolg noč prost silvestrov razigrati skok nov leto poskrbeti mamba kings sla pravljičen celj celj knežji mesto visiti celj kje krek trg torek ura dalja romeo julij balerin srce beograd ljubljana shak zlat sla čas mix,2019-12-31 22:00:00,647,895600303821792
Pearl Jam project - sob 1.2. (MC Pekarna),better mana just breath aliv corduroy daughter jeremy given fly blacka elderly woman behinda counter small town nepozaben noč let bend preživel mcje zagotovo dober reklama ljubitelj pje poznati nov priložnost band sodelovati izkušen glasbenik slovenski glasben rocka scena radislava marič vokal dejan jakaca andreja rota kitara mateja batelič basa kitara damjan paljka boben banda velik profesionalnost poustvarjati energija zvok legendaren banda peareti jama vstopnina eura predprodaja mca pekarna eura dan koncert rezervacija eura dan koncert rezervacija,2020-02-01 22:00:00,501,615833088558835
ZOKI Spoki! protest pred mestno hišo,ljubljana prenesti let višanje najemen ljubljana prenesti let visok cena drag položnica ljubljana prenesti let pešanje javen prevoz ljubljana prenesti let luksuzen gradben projekt ljubljana prenesti let izkoriščanje delavec ljubljana prenesti let klientalizem korpucija ljubljana prenesti let zoran janković leto zadnji čas prebivalec prebivalka zahtevati mesto odpisati dolg človek politik zokispok protest ljubljana,2019-10-01 17:00:00,770,102245557847590
Začarani park,večeren sprehod drevored arboretum zadnji dan oktober poseben doživetje zasijati droben svečka razsvetliti izrezljan buča kostanjev drevored spremeniti čudovit bučored ura otrok vabiti prinesti izrezan buča sodelovati tekmovanje lep razglasiti zmagovalec nagraditi dogodek brezplačen odvijati vhod park več informacija,2019-10-31 17:00:00,772,61148924548
Ledene dogodivščine v Mariboxu,čakati nadaljevanje zgodba sestra poseben kraljestvo ljubek prijatelj olaf imeti dober novica maribox ljubitelj leden kraljestvo pripravljati nepozaben leden dogajanje kjer zabavati brat malek rekreacijski ustvarjalen društvo elej nor dogodivščina poskrbeti napihljiv igrati veveriček napihljiv grad leden kraljestvo pričakati olaf lahek fotografirati sodelovanje icelend maribox samopostrežen sladolednica vstopnica leden kraljestvo podarjati sladoled gratis zamuditi leden dogajanje pridružiti maribox nepozaben zabava elza olaf vstopnica volja,2019-11-22 16:00:00,656,897303730307059
Racegasmic Drift Cup - Round 3,vabiti etapa racegasmica drift pokal drift dvoboj odvijati racelanda krški trenuten skupen seštevek mesto erika erika točka razlika ovratnik dih simona novak mesto presenečati star znanec drift originalen vozilo cisratsus mih šuštaršič veseliti udeležba ostal konkurent oblica trening spopasti favoriti večeren borba uren trening popestriti tax drift vožnja kvalifikacija vedno pokazati voznikov natančnost prepoznati personaliziran atraktiven stil vožnja zaključek dvoboj odviti žaromet napet dvoboj poskrbeti pravi vzdušje trenuten rezultat lahek ogledati potruditi voznik omogočiti obilo čas volan gledalec čimveč paša oči zato organiziran car show vozilo pokazati car show lahek prijaviti pisati fba poligon racegasmicc število vozilo omejen prijava stran potrjen novica dogajanje socialen medij lahek polek stran spremljati hashtag racegasmicdriftcup driftpoligon tekmovanje potekati klasičen format trening kvalifikacija dvoboj urnik trening premor trening premor predstavitev voznikov kvalifikacija premor tansti tekmovanje podelitev nagrada tax vožnja potekati premor trening donacija vstop visok prejeti srečka lahek unovčiti dan dogodek štant prejeti naključen darilo izkazovanje podpora volja štant društven tshirt kapa darilo pripraviti avtokozmetika kristal bmca avtodela napopkes varnost nagrada poskrbeti sintati varnost skrb hrana pijača poskrbljen sodelovanje sezona lahek pisati fba poligon racegasmicc poklicati tekmovalec lahek prijavnica najti nagrada vrednosten bon gorivo vrednosten bon gorivo vrednosten bon gorivo prijavljen voznik matija kolić bmw erika jankovič bmw tibor juharta bmw mih vidmar bmw pascati tomica bmw štefan ozimek bmw simona novak mazd supercharged boštjan jakončič bmw tomislava kovačević bmw turba nika stefan nissan gašper lukana mazd turba chris prior bmw blaž knezar bmw tony viskovica bmw turba andraža anzeljca bmw anža primožič bmw janez cerar bmw kompresor ivati višković bmw stefan bloder nissan filip marasa bmw matjaž podboršek ford sierr blaž podboršek auditi,2019-08-31 12:00:00,1389,488726264548125
Bunkerfest 2019,bunker festi featuring mess scarleti iti dishumanity dbeati hardcor nuclear luditi srba ater blacka metati vigilanca metati pakt pankcin guattar sludgy progressiv beatdown entranec starta,2019-08-31 18:00:00,837,959448327485337
Winter is coming // Mi2 & Alo!Stari,leto kmalu edin primeren zaključiti način tradicionalen zabava winter coming skupaj ati star proslaviti zadnji študentski torek koledarski let zadnji študentski torek oditi prazen rok imeti šoum božiček obet nor zabava štuk stil zaključiti koledarski leto dober pripraviti nov pričetek volja kavarna štuk predprodaja študent ostal dan dogodek študent ostal,2019-12-17 21:00:00,1112,202091796475825
"Praznični december v Soboti: Božično senje, animacija, koncerti",murski sobota soj prazničen lučka posebej živahen dan božič drsališče drevored martin luthr rokodelski stojnica prazničen ponuba domač gostinec topel napitek prazničen dobrota sobota animacija led božičen senje animacija led pravljica pravljičen dežela pravljičarek metek piška program otrok ribič pep nik zorjati polkaholik koncert nedelja animacija led božičen senje animacija led pravljica pravljičen dežela pravljičarek metek piška program otrok čupakaber cirkuški predstava element ogenj prihod dedek mraz maj keucamay soula outi koncert happy viba koncert več informacija infa zktsmss organizator pridrževati pravica sprememba program,2019-12-21 10:00:00,572,2553155108053110
Overload opening season at Ambasada Gavioli Privé,overload opening season ambasada gaviola saturday overload tea taking over seasonopening ati amabasada gaviola this will night remember this tima ara hosting amazing purpel pill teti aviv israel which well known for iti unstoppabla undergrounda nightlifa elkan paz omera inbar created purpel pill shara with worlda their sounds anda production skills thati inspired early influenceda worlda musica anda mada their own uniqu sounda signatura they ara preparing nexti releases overload records anda oura tea will filming third video for brle upcoming album teti aviv alsa lineup overload masters marce grabber brle anda forniti sarajevo bosnio forniti mada remix for releas overload records landa dreams alex nemec eleven sins forniti lina purpel pill teti aviv israel forniti sarejv bosnio marce grabber pula croatio brle velenje slovenio moahs triest italy infa ambasada gaviola prive industrijski cesta izola dresscoda dress for magica impress yourselfa aga limiti limiti iti starosten omejitev vstop dogodek polnoleten prositi prinesti oseben dokument this event will checked withouti exception ati entranec vstopnina entranec ingressa ulaznica till after vstopnica vrata tickets ati door infa miza infa tabla reservation infa stoloviti infa ambasadagaviolinet,2019-11-23 23:00:00,1083,107877225899650
Kurentanc 2k20 // 22.2.2020 // Parni Valjak in Tabu,kurentanca vrsta let veljati vrhunec program ptujski kurentovanje velik pusten zabava slovenija tokrat odvijati sobota dvorana campus sati ptuj program najbolj nor rocka odklop kurentovanje prihajati legenda paren valjak skupina tabu ozračje ogrevati dje nyx vstopnica cena vstopnica predprodaja član klub ptujski študentov dijaški sekcija klub ptujski študentov eura nakup možen pisarna klub ptujski študentov vstopnica predprodaja ostal eura cena vstopnica dan dogodek eura vstopnica volja pisarna kpti petrola omv pošta slovenija ostal prodajen mesto event spleten prodaja vstopnica vip vstopnica eura welcom drinka garderoba ločen vhod ločen prostor vip vstopnica eura boati izbira garderoba ločen vhod ločen prostor dodaten informacija nakup vip vstopnica volja elektronski naslov kurentanca klubkpss videti prepoznati,2020-02-22 20:00:00,2543,753339131687025
Predbožični izlet v Trst in Koper,adventen izlet primorski prijava infa dvorsake,2019-12-14 09:00:00,2898,131962577011522
Milica Todorović PURE Night Club - Halloween edition,čakati večer temačen bitje skrivnost grozljivka čakati eksplozija divji energija čakati milica todorovica ženski zmagovalka oddaja zvezda granda glasben scena dober let ljubezen glasba združiti oder taktirka legendaren emir kusturica igrati punka oprati pariz uprizoriti tolikokrat razprodan očarljiv milica lahek pohvala vrsta hit izstopati čaša dueta mca stojan najbolj gledan video posnetek področje bivši jugoslavija dvom strašen noč vabiti grozljiv nor zabava vstopnina vip rezervacija miza rezervacija pureljubljanac pura club ljubljana cesta ljubljanski brigada šiški ljubljana slovenio informacija infa pureljubljanac,2019-10-31 22:00:00,682,445713185468708
Halloween RAVE,kleten halloween michael myers vračati rejv himna oster klasik buča buča letos zarezati zadnji oktobrski dan rezerviran masten rejvačin brejkačin soroden nesnaga klubski sirček obiskovalec narezati preizkušen reformator terranigma softskinson commercial break kill boogeyman maina terranigma softskinson commercial break klub kersnikov ljubljana starosten omejitev aga limiti vstopnina entranec predprodaja olaiic vstop vrata halloween maska vstop prost polnoč infa infa garderoba lost founda gmailc,2019-10-31 23:00:00,753,126700024052347
